[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0123, 0.0687, 0.0073, -0.0031, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, -0.0027, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0123, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0123, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0123, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0173, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0123, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0177, 0.0587, 0.0173, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0123, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0487, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0587, 0.0173, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0587, -0.0027, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0587, 0.0173, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0687, 0.0173, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.0077, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0123, 0.0687, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0023, 0.0587, 0.0173, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[0.0123, 0.0587, 0.0073, -0.0041, -0.0006, 0.0004], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
