grasp_id,nn_avg_time,nn_std_time,analysis_avg_time,analysis_std_time,avg_precision,count
352,0.10817848920822143,0.003288045356839847,0.9189028058052063,0.19887501315879372,0.6018499914418143,500
614,0.18731012964248658,0.005393053981682793,1.6116756720542909,0.3495387922496742,0.5093359327759903,500
922,0.28232561016082763,0.0054878436771774565,2.431625528335571,0.5373837701083359,0.5388630886769378,500
1236,0.37255263471603395,0.023931413506415644,3.2711896591186522,0.7905740526278463,0.43477899445763024,500
