grasp_id,nn_avg_time,nn_std_time,analysis_avg_time,analysis_std_time,avg_precision,init_avg_precision,goal_avg_precision,count
352,0.10610868263244629,0.0021034258934658407,0.8996382927894593,0.20216915033960933,0.7681934503133785,0.963810944954978,0.914047136754672,500
