grasp_id,avg_time,std_time,count
352,0.446681782245636,0.14118720511257254,1000
614,0.7878062777519226,0.246078785554492,1000
922,1.1923111057281495,0.3851242840698303,1000
1236,1.5830099012851715,0.5222540144695735,1000
