[[-0.0097, -0.0143, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0143, -0.0317, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0417, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0217, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0243, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.0, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0243, -0.0417, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0043, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[0.0003, -0.0143, -0.0217, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[0.0003, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0343, -0.0317, 0.0018, -0.0, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0043, -0.0217, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[0.0003, -0.0143, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.0, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0043, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0043, -0.0317, 0.0018, -0.0, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0043, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0243, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.0, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0143, -0.0317, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0243, -0.0317, 0.0018, -0.0, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0143, -0.0417, 0.0018, -0.0, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0243, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0143, -0.0317, 0.0018, -0.0, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0243, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0243, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0417, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0143, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0197, -0.0243, -0.0417, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176178]]
[[-0.0097, -0.0043, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176147]]
[[-0.0097, -0.0243, -0.0417, 0.0018, -0.001, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.176048]]
[[-0.0097, -0.0143, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.175827]]
[[-0.0197, -0.0243, -0.0317, 0.0018, -0.0, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.175423]]
[[-0.0097, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.174805]]
[[-0.0097, -0.0243, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.173859]]
[[0.0003, -0.0143, -0.0317, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.172462]]
[[-0.0197, -0.0243, -0.0517, 0.0018, -0.0, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.170517]]
[[-0.0097, -0.0243, -0.0417, 0.0018, -0.0, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.167931]]
[[-0.0197, -0.0243, -0.0417, 0.0018, -0.0, 0.001], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.164597]]
[[0.0003, -0.0243, -0.0417, 0.0018, -0.001, 0.0], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.1604]]
