[[-0.015, 0.03, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.04, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.04, 0.002, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.04, 0.002, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.04, 0.002, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.05, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.04, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.04, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.04, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.03, 0.002, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.04, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.05, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.05, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.05, 0.002, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.04, -0.008, -0.004, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.04, -0.018, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.05, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.05, 0.002, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.05, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.015, 0.04, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.04, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.05, -0.008, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
[[-0.005, 0.04, 0.002, -0.003, -0.001, 0.0003], [8.507647, 5.413489, 138.836838, -54.150681, -89.994461, 83.152657]]
