[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
[[-1.7763568394002505e-15, 1.7763568394002505e-15, -3.552713678800501e-15, -5.551115123125783e-17, 5.551115123125783e-17, 5.204170427930421e-18], [-12.54751, -16.903112, 128.567902, -21.600813, -89.887199, -71.590027]]
